Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-02-12 00:00:00+05:30,882.2197481529537,911.7460027962085,878.0419375776999,906.817138671875,629143,0.0,0.0
2021-02-15 00:00:00+05:30,912.7787611098429,925.6407617984761,907.8498966245493,918.4586791992188,460985,0.0,0.0
2021-02-16 00:00:00+05:30,923.8100276522472,923.8100276522472,897.5696805487328,902.123046875,239259,0.0,0.0
2021-02-17 00:00:00+05:30,902.1229692335837,908.7886481745095,884.6606736376332,899.0247802734375,458780,0.0,0.0
2021-02-18 00:00:00+05:30,879.6849667335969,893.6735766386282,879.6849667335969,887.6181030273438,333873,0.0,0.0
2021-02-19 00:00:00+05:30,889.0263403513582,890.7631553930225,840.0662635189904,847.201416015625,522141,0.0,0.0
2021-02-22 00:00:00+05:30,836.9681329831855,853.0691132573907,816.7832593330021,833.9169311523438,680157,0.0,0.0
2021-02-23 00:00:00+05:30,838.0947326956187,849.4545687722962,821.5243369399343,837.7191772460938,186949,0.0,0.0
2021-02-24 00:00:00+05:30,840.0662411870378,849.2667765259173,824.7163722539191,828.6124877929688,152176,0.0,0.0
2021-02-25 00:00:00+05:30,835.5598182637108,848.0931926169815,827.1103369554261,842.460205078125,312518,0.0,0.0
2021-02-26 00:00:00+05:30,835.5598914140985,871.986535894055,827.1104093660908,864.428955078125,627914,0.0,0.0
2021-03-01 00:00:00+05:30,854.4303577088781,881.5156755545413,852.740472800544,867.71484375,444155,0.0,0.0
2021-03-02 00:00:00+05:30,872.0804362251172,882.5014409583,866.306600685395,878.0419921875,271111,0.0,0.0
2021-03-03 00:00:00+05:30,887.5711389570074,890.012077430117,870.2966200186903,872.7845458984375,452319,0.0,0.0
2021-03-04 00:00:00+05:30,870.2966679647193,878.746150177969,860.7205766626926,866.2597045898438,468509,0.0,0.0
2021-03-05 00:00:00+05:30,868.4189757967982,877.7603589427396,854.9467692010697,860.9083251953125,295260,0.0,0.0
2021-03-08 00:00:00+05:30,860.9082630085495,872.8314314374946,850.815826991819,870.7659912109375,306352,0.0,0.0
2021-03-09 00:00:00+05:30,870.8598774310634,889.0732272888167,870.2966015804996,880.8115234375,472633,0.0,0.0
2021-03-10 00:00:00+05:30,880.6237943768754,885.5057287911205,869.310888222889,877.2909545898438,288734,0.0,0.0
2021-03-12 00:00:00+05:30,881.5626216530832,890.0121036497582,874.4275264432446,882.4075927734375,312400,0.0,0.0
2021-03-15 00:00:00+05:30,879.7787556001309,885.0362450656924,846.1216776671491,860.9552001953125,259958,0.0,0.0
2021-03-16 00:00:00+05:30,856.6835430037968,873.1130904038696,851.191402936458,867.0576171875,189831,0.0,0.0
2021-03-17 00:00:00+05:30,861.847127893935,866.3535066448022,844.1031935166093,846.9666748046875,193046,0.0,0.0
2021-03-18 00:00:00+05:30,849.9239137357863,863.6778143811184,823.8713467146965,833.3535766601562,218621,0.0,0.0
2021-03-19 00:00:00+05:30,830.8657571072382,837.4375766549791,811.4319364128608,833.259765625,249572,0.0,0.0
2021-03-22 00:00:00+05:30,835.65369587699,869.3108315038295,834.2924363681119,860.1572265625,555759,0.0,0.0
2021-03-23 00:00:00+05:30,865.8371684417253,882.4544939507738,850.5811597811908,875.7887573242188,784748,0.0,0.0
2021-03-24 00:00:00+05:30,878.7460777842518,888.0874604774507,869.3577649874115,879.4971313476562,349869,0.0,0.0
2021-03-25 00:00:00+05:30,878.746085177895,878.746085177895,856.2141342758978,869.6863403320312,176893,0.0,0.0
2021-03-26 00:00:00+05:30,871.094611416342,888.9324063750137,862.5512693831382,878.4175415039062,214446,0.0,0.0
2021-03-30 00:00:00+05:30,886.1628638168846,907.8498433590684,882.313621206516,897.0532836914062,408351,0.0,0.0
2021-03-31 00:00:00+05:30,890.0120906471523,910.6194495649903,890.0120906471523,905.92529296875,376163,0.0,0.0
2021-04-01 00:00:00+05:30,905.8782780516501,929.4429190378859,901.3249121985693,926.7672729492188,397081,0.0,0.0
2021-04-05 00:00:00+05:30,926.6265825187899,926.6265825187899,887.6650798090333,914.5626220703125,270807,0.0,0.0
2021-04-06 00:00:00+05:30,911.6051472834713,917.8483980408555,904.845550796928,913.201171875,220066,0.0,0.0
2021-04-07 00:00:00+05:30,917.8953356073815,926.1570392462453,910.6663234352335,914.9849243164062,294512,0.0,0.0
2021-04-08 00:00:00+05:30,918.177072898013,943.5255196958109,909.5398128991603,913.5298461914062,567127,0.0,0.0
2021-04-09 00:00:00+05:30,915.3604947603666,961.3632273175542,912.5440009303346,951.9749145507812,869724,0.0,0.0
2021-04-12 00:00:00+05:30,958.5467870419274,961.5041286493743,896.5839193193345,901.7005615234375,465871,0.0,0.0
2021-04-13 00:00:00+05:30,915.3604576998778,923.528300936619,897.6635117716979,916.1115112304688,164144,0.0,0.0
2021-04-15 00:00:00+05:30,916.2994103951045,926.5796252814998,901.2781085853486,913.1073608398438,140229,0.0,0.0
2021-04-16 00:00:00+05:30,912.5440010007522,957.3262643620578,906.6293754175716,939.9578857421875,417757,0.0,0.0
2021-04-19 00:00:00+05:30,939.9578570993904,974.5068355706471,913.9991501675993,937.1882934570312,956256,0.0,0.0
2021-04-20 00:00:00+05:30,950.0034016867397,957.3262742607631,924.842677368315,934.88818359375,386639,0.0,0.0
2021-04-22 00:00:00+05:30,929.4429705467873,966.9023616743585,925.9692833379362,943.4315795898438,639440,0.0,0.0
2021-04-23 00:00:00+05:30,951.0360884393034,955.8241050556766,927.5653063948981,937.0005493164062,349029,0.0,0.0
2021-04-26 00:00:00+05:30,938.9721460574185,946.7644343741439,932.541117282062,939.67626953125,165796,0.0,0.0
2021-04-27 00:00:00+05:30,936.9536152880495,954.2281337210597,930.6634342661538,942.5396728515625,245867,0.0,0.0
2021-04-28 00:00:00+05:30,940.2865040912583,946.2950475047115,922.730346816113,927.0020751953125,415497,0.0,0.0
2021-04-29 00:00:00+05:30,931.7901140694335,933.0105833630347,915.3605654586374,922.0262451171875,281734,0.0,0.0
2021-04-30 00:00:00+05:30,922.0731662695844,934.043265111613,915.3604996845454,925.406005859375,249981,0.0,0.0
2021-05-03 00:00:00+05:30,927.5653902111173,938.1741731934715,915.6422203948209,923.4345092773438,243667,0.0,0.0
