Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-02-12 00:00:00+05:30,2735.9027893738375,2757.647681485913,2694.4887504660496,2716.233642578125,693562,0.0,0.0
2021-02-15 00:00:00+05:30,2744.798405077942,3090.7398677273045,2728.440267653599,3054.811279296875,4446974,0.0,0.0
2021-02-16 00:00:00+05:30,3053.1805937798817,3215.8225542161276,3011.6676171082227,3165.611572265625,4381584,0.0,0.0
2021-02-17 00:00:00+05:30,3140.160105912505,3245.9193540499423,3140.160105912505,3197.487548828125,2081001,0.0,0.0
2021-02-18 00:00:00+05:30,3188.0976028129276,3200.25502218463,3058.1224563953488,3070.724609375,1477343,0.0,0.0
2021-02-19 00:00:00+05:30,3054.2679411724994,3073.195785241195,2862.4185877811374,2886.0908203125,2037556,0.0,0.0
2021-02-22 00:00:00+05:30,2884.6077202025544,2933.4842516835047,2833.6554437152645,2895.5791015625,1246303,0.0,0.0
2021-02-23 00:00:00+05:30,2911.0477201538647,3017.103528822892,2903.437056811546,2962.0,1465930,0.0,0.0
2021-02-24 00:00:00+05:30,2980.0385056213827,3083.820941140535,2965.261911873672,3024.170654296875,1088420,0.0,0.0
2021-02-25 00:00:00+05:30,3065.0414219679565,3103.5397172679973,3022.4411044551316,3055.50341796875,819639,0.0,0.0
2021-02-26 00:00:00+05:30,3034.400857104316,3137.145424183107,2985.6230139035642,3023.182373046875,2103433,0.0,0.0
2021-03-01 00:00:00+05:30,3003.8094754864333,3062.0758478937655,2972.6747468845438,3045.421142578125,678218,0.0,0.0
2021-03-02 00:00:00+05:30,3069.4893973633953,3115.450194973248,3031.8310989269535,3051.50048828125,944553,0.0,0.0
2021-03-03 00:00:00+05:30,3078.9781406068473,3083.3270227334297,3014.039789074264,3021.5517578125,536623,0.0,0.0
2021-03-04 00:00:00+05:30,3022.5399928830775,3045.56985861857,2982.0154213630626,3006.824462890625,687383,0.0,0.0
2021-03-05 00:00:00+05:30,2965.2128224572407,2982.756998323446,2836.7202668174273,2846.110107421875,1486110,0.0,0.0
2021-03-08 00:00:00+05:30,2867.3606276115493,2901.8066110269056,2813.739698949734,2833.359619140625,952087,0.0,0.0
2021-03-09 00:00:00+05:30,2837.2140995879868,2893.009465338169,2793.9219497542304,2852.63330078125,883183,0.0,0.0
2021-03-10 00:00:00+05:30,2876.255803814549,2891.0323961942227,2847.3449851679593,2870.42431640625,432551,0.0,0.0
2021-03-12 00:00:00+05:30,2897.11138393526,2995.8528580205448,2893.5530326146963,2941.836669921875,1512021,0.0,0.0
